LEAID,NAME,STATE_STATECODE
1000080,Appoquinimink School District,DE
602403,Aspire Richmond Ca. College Preparatory Academy District,CA
4280320,Monroe Career & Tech Inst,PA
3900313,Hope Academy Northwest Campus,OH
1000170,Cape Henlopen School District,DE
2627420,Parchment School District,MI
602404,Summit Preparatory Charter District,CA
3900314,King Academy Community School,OH
1000180,Caesar Rodney School District,DE
2627660,Paw Paw Public School District,MI
3900315,Emerson Academy,OH
602405,Lazear Charter Academy District,CA
1000190,Capital School District,DE
804050,School District No. Re-3 Fort Morgan,CO
4280330,Central Montco Technical High School,PA
3900331,Coshocton Opportunity School,OH
1000200,Christina School District,DE
602406,Connecting Waters Charter School - Central Valley District,CA
2627690,Peck Community School District,MI
3900337,Summit Academy Transition High School-Cincinnati,OH
804080,Fountain School District No. 8 in the county of El Paso an,CO
1000230,Colonial School District,DE
602407,Alliance Morgan McKinzie High District,CA
4280340,Eastern Center for Arts & Technology,PA
1000270,Delmar School District,DE
3900338,Summit Academy School - Lorain,OH
804110,Fowler School District No. R4J,CO
602408,Alma Fuerte Public District,CA
2627720,Pellston Public Schools,MI
1000680,Indian River School District,DE
3900339,Summit Academy Middle School - Columbus,OH
804140,Sierra Grande School District No. R-30,CO
1000750,POLYTECH School District,DE
4280360,Western Montgomery CTC,PA
602409,Albert Einstein Academy Charter Elementary District,CA
3900341,Heir Force Community School,OH
2627810,Pennfield Schools,MI
1000790,Lake Forest School District,DE
804200,Weld County Reorganized School District No. Re-1,CO
602410,Discovery Charter II District,CA
3900342,Summit Academy Transition High School-Columbus,OH
4280370,Bethlehem AVTS,PA
1000810,Laurel School District,DE
804230,Gilpin County School District No. Re-1,CO
1001080,Milford School District,DE
2627840,Pentwater Public School District,MI
602411,California Connections Academy@Central District,CA
3900344,Summit Academy Alternative LearnersWarren Middle & Secondary,OH
804260,Roaring Fork School District No. Re-1,CO
2627900,Perry Public Schools,MI
1001240,Brandywine School District,DE
602412,Lemoore Middle College High District,CA
3900348,Summit Academy Transition High School Dayton,OH
804290,Granada School District No. Re-1,CO
4280380,Career Institute of Technology,PA
1001280,New Castle County Vocational-Technical School District,DE
3900350,Summit Academy-Youngstown,OH
602413,Wallis Annenberg High District,CA
804320,East Grand School District No. 2,CO
2627930,Public Schools of Petoskey,MI
1001300,Red Clay Consolidated School District,DE
3900356,Summit Academy Community School - Painesville,OH
602414,River Oak Charter District,CA
1001530,Seaford School District,DE
4280400,Somerset County Technology Center,PA
804350,Mesa County Valley School District No. 51,CO
602415,Bullis Charter District,CA
3900361,Summit Academy Secondary School - Middletown,OH
1001620,Smyrna School District,DE
2627960,Pewamo-Westphalia Community Schools,MI
804380,Grand Valley School District No. 16 in the county of Garfi,CO
3900366,Rittman Academy,OH
602416,Da Vinci Science District,CA
1001680,Sussex Technical School District,DE
4280420,SUN Area Technical Institute,PA
3900381,Life Skills Center of Columbus Southeast,OH
1001850,Woodbridge School District,DE
804410,GreeleySchool District No. 6 in the county of Weld and Sta,CO
2628020,Pickford Public Schools,MI
602417,Aspire Inskeep Academy Charter District,CA
1100087,DYRS,MD
3900382,New Day Academy Boarding & Day School,OH
4280430,Venango Technology Center,PA
1100108,The Family Place PCS,DC
804440,School District No. Re-12 in the county of Weld and State of,CO
602418,Stockton Collegiate International Elementary District,CA
3900383,Oakstone Community School,OH
1100109,Digital Pioneers Academy PCS,DC
2628140,Pinckney Community Schools,MI
804470,Gunnison Watershed School District Re1J,CO
3900385,Schnee Learning Center,OH
602419,Century Community Charter District,CA
4280440,Warren County AVTS,PA
1100110,Statesman College Preparatory Academy for Boys PCS,DC
3900396,Zenith Academy,OH
602420,Walden Academy District,CA
804500,Hanover School District No. 28 in the county of El Paso an,CO
2628170,Pinconning Area Schools,MI
1500030,Hawaii Department of Education,HI
3900399,Wings Academy 1,OH
4280450,Mon Valley CTC,PA
602421,Stanislaus Alternative Charter District,CA
3900400,Wings Academy 2,OH
2400027,SEED School of Maryland,MD
804530,Harrison School District No. 2 in the county of El Paso an,CO
2628200,Pine River Area Schools,MI
602422,Winship Community District,CA
3900428,Maritime Academy of Toledo The,OH
2400030,Allegany County Public Schools,MD
4280460,Western Area CTC,PA
804560,Haxtun School District No. Re-2J,CO
3900434,Educational Academy for Boys & Girls,OH
2628500,Pittsford Area Schools,MI
602423,Hardy Brown College Prep District,CA
2400060,Anne Arundel County Public Schools,MD
804590,Hayden School District No. Re 1,CO
3900435,Midnimo Cross Cultural Community School,OH
4280470,Central Westmoreland CTC,PA
2400090,Baltimore City Public Schools,MD
602424,Nevada City School of the Arts District,CA
804620,Hinsdale County School District No. Re-1,CO
2628530,Plainwell Community Schools,MI
3900441,Horizon Science Academy-Cincinnati,OH
602425,Equitas Academy Charter District,CA
2400120,Baltimore County Public Schools,MD
804650,Hoehne Reorganized School District No. 3,CO
4280480,Eastern Westmoreland CTC,PA
3900444,Horizon Science Academy-Dayton,OH
2400150,Calvert County Public Schools,MD
602426,Gateway High District,CA
804680,Holly School District No. Re-3,CO
2628560,Plymouth-Canton Community Schools,MI
3900448,Life Skills Center of Dayton,OH
2400180,Caroline County Public Schools,MD
602427,Mojave River Academy - Rockview Park District,CA
804710,Holyoke School District No. Re-1J,CO
4280490,Northern Westmoreland CTC,PA
3900451,Horizon Science Academy-Springfield,OH
2400210,Carroll County Public Schools,MD
602428,Ceiba College Preparatory Academy District,CA
804740,Genoa-Hugo School District No. C-113,CO
2628740,Pontiac City School District,MI
3900454,Horizon Science Academy-Denison Middle School,OH
2400240,Cecil County Public Schools,MD
2105040,Robertson County,KY
602429,High Tech Elementary District,CA
4280491,Northumberland County CTC,PA
3900457,Bennett Venture Academy,OH
2400270,Charles County Public Schools,MD
602430,Alvord Unified,CA
2105070,Rockcastle County,KY
2628830,Port Huron Area School District,MI
3900467,Stambaugh Charter Academy,OH
2400300,Dorchester County Public Schools,MD
2105100,Rowan County,KY
4280500,Beaver County CTC,PA
602431,High Tech Elementary North County District,CA
3900470,Horizon Science Academy-Cleveland Middle School,OH
2105130,Russell Independent,KY
2400330,Frederick County Public Schools,MD
602432,Fortune District,CA
2628890,Houghton-Portage Township School District,MI
3900474,Westside Academy,OH
2105160,Russell County,KY
2400360,Garrett County Public Schools,MD
4280510,Northern Tier Career Center,PA
602433,Community Collaborative Charter District - Twin Rivers UNF,CA
3900478,Interactive Media & Construction (IMAC),OH
2105190,Russellville Independent,KY
2400390,Harford County Public Schools,MD
2628950,Portage Public Schools,MI
3900488,Greater Ohio Virtual School,OH
602434,Vista Heritage Global Academy District,CA
2105220,Science Hill Independent,KY
4280520,Butler County AVTS,PA
2400420,Howard County Public Schools,MD
3900490,Auglaize County Educational Academy,OH
2105260,Scott County,KY
2629120,Portland Public Schools,MI
2400450,Kent County Public Schools,MD
602435,Animo South Los Angeles Charter District,CA
2105320,Shelby County,KY
3900492,Summit Academy Community School-Columbus,OH
4280530,Central PA Institute of Science & Technology,PA
2400480,Montgomery County Public Schools,MD
602436,Julia Lee Performing Arts Academy District,CA
2105370,Silver Grove Independent,KY
3900493,Summit Academy Community School - Dayton,OH
2400510,Prince George's County Public Schools,MD
2629130,Posen Consolidated School District No. 9,MI
2105400,Simpson County,KY
602437,Assurance Learning Academy District,CA
3900494,Summit Academy Secondary - Akron,OH
2629160,Potterville Public Schools,MI
2400540,Queen Anne's County Public Schools,MD
2105430,Somerset Independent,KY
602438,California STEAM San Bernardino District,CA
3900495,Summit Academy Secondary - Canton,OH
2105460,Southgate Independent,KY
2400570,Somerset County Public Schools,MD
4280560,Fayette County Career & Technical Institute,PA
3900496,Summit Academy - Toledo,OH
602439,The New School of San Francisco District,CA
2105490,Spencer County,KY
2400600,St. Mary's County Public Schools,MD
2629190,Powell Township Schools,MI
2105520,Taylor County,KY
3900497,Summit Academy Community School-Parma,OH
602440,Uplift California South Charter District,CA
4280570,Hazleton Area Career Center,PA
2400630,Talbot County Public Schools,MD
2105550,Todd County,KY
3900498,Summit Academy Secondary - Youngstown,OH
2629220,North Central Area Schools,MI
602441,ICEF Inglewood Middle Charter Academy District,CA
2400660,Washingtion County Public Schools,MD
2105580,Trigg County,KY
3900500,Summit Academy Community School-Warren,OH
2105610,Trimble County,KY
4280590,North Montco Tech Career Center,PA
2400690,Wicomico County Public Schools,MD
602442,Highlands Community Charter District,CA
2105640,Union County,KY
3900501,Summit Academy Community School - Cincinnati,OH
2629250,Quincy Community Schools,MI
2400720,Worcester County Public Schools,MD
602443,Escondido Charter High District,CA
2105700,Walton-Verona Independent,KY
3900502,Bridges Community Academy,OH
4280620,Schuylkill Technology Centers,PA
3200001,STATE-SPONSORED CHARTER SCHOOLS,NV
602444,Rocketship Mosaic Elementary District,CA
2105730,Warren County,KY
3900503,Constellation Schools: Westpark Community Middle,OH
2629340,Rapid River Public Schools,MI
3200021,DAVIDSON ACADEMY  SCHOOL DISTRICT,NV
2105760,Washington County,KY
602445,Aspire Port City Academy District,CA
3900505,Menlo Park Academy,OH
2105790,Wayne County,KY
3200022,ACHIEVEMENT SCHOOL DISTRICT,NV
4280630,Seneca Highlands Career and Technical Center,PA
3900506,Constellation Schools: Madison Community Elementary,OH
602446,Alliance Marc & Eva Stern Math and Science District,CA
2105820,Webster County,KY
2629370,Ravenna Public Schools,MI
3200023,CORRECTIONAL SCHOOL DISTRICT,NV
2105850,West Point Independent,KY
3900507,Constellation Schools: Lorain Community Middle,OH
602447,Capitol Collegiate Academy District,CA
3200030,CHURCHILL COUNTY SCHOOL DISTRICT,NV
4280660,Indiana County Technology Center,PA
2105880,Whitley County,KY
3900508,Constellation Schools: Old Brooklyn Community Middle,OH
602448,Aspire Monarch Academy District,CA
3200060,CLARK COUNTY SCHOOL DISTRICT,NV
2629400,Reading Community Schools,MI
2105910,Williamsburg Independent,KY
4280670,Keystone Central CTC,PA
3900510,Horizon Science Academy Toledo,OH
3200090,DOUGLAS COUNTY SCHOOL DISTRICT,NV
602449,Wilder's Preparatory Academy Charter District,CA
2105940,Williamstown Independent,KY
2629460,Redford Union Schools District No. 1,MI
3900514,Miamisburg Secondary Academy,OH
3200120,ELKO COUNTY SCHOOL DISTRICT,NV
602450,Amador County Unified,CA
2105970,Wolfe County,KY
3900528,Findlay Digital Academy,OH
2629490,Reed City Area Public Schools,MI
3200150,ESMERALDA COUNTY SCHOOL DISTRICT,NV
2106000,Woodford County,KY
602451,California Virtual Academy at Maricopa District,CA
4289110,Intermediate Unit 1,PA
3900530,Buckeye On-Line School for Success,OH
2200060,Allen Parish,LA
3200180,EUREKA COUNTY SCHOOL DISTRICT,NV
602452,Aspire River Oaks Charter District,CA
2629520,Reese Public Schools,MI
3900537,Manchester Local,OH
2200090,Ascension Parish,LA
3200210,HUMBOLDT COUNTY SCHOOL DISTRICT,NV
4289130,Allegheny IU 3,PA
3900550,Whitehall Preparatory and Fitness Academy,OH
602453,Alliance College-Ready Middle Academy 12 District,CA
3200240,LANDER COUNTY SCHOOL DISTRICT,NV
2629540,Reeths-Puffer Schools,MI
2200160,New Orleans Military & Maritime Academy,LA
4289140,Midwestern IU 4,PA
602454,Grimmway Academy District,CA
3900551,Springfield Preparatory and Fitness Academy,OH
3200270,LINCOLN COUNTY SCHOOL DISTRICT,NV
2200180,Beauregard Parish,LA
602455,Puente Charter District,CA
2629580,Republic-Michigamme Schools,MI
3200300,LYON COUNTY SCHOOL DISTRICT,NV
3900552,Northland Preparatory and Fitness Academy,OH
2200184,Baton Rouge College Preparatory Inc,LA
3200330,MINERAL COUNTY SCHOOL DISTRICT,NV
4289150,Northwest Tri-County IU 5,PA
602456,Fenton Charter Leadership Academy District,CA
3900557,Cleveland Entrepreneurship Preparatory School,OH
2200185,Baton Rouge Bridge Academy Inc,LA
3900562,Promise Academy,OH
3200360,NYE COUNTY SCHOOL DISTRICT,NV
2629670,Richmond Community Schools,MI
602457,KIPP Summit Academy District,CA
4289160,Riverview IU 6,PA
2200186,Sophie B. Wright Institute of Academic Excellence,LA
3900564,East Bridge Academy of Excellence,OH
3200390,CARSON CITY SCHOOL DISTRICT,NV
602458,Oakland School for the Arts District,CA
4289170,Westmoreland IU 7,PA
3900567,Par Excellence Academy,OH
2200187,Success Preparatory Academy,LA
3200420,PERSHING COUNTY SCHOOL DISTRICT,NV
602459,Aurum Preparatory Academy District,CA
2629760,River Rouge School District of the City of,MI
3900568,Lakewood City Academy,OH
3200450,STOREY COUNTY SCHOOL DISTRICT,NV
2200188,The NET Charter High School,LA
4289180,Appalachia IU 8,PA
602460,Inspire Charter School - Central District,CA
3900573,Toledo Preparatory and Fitness Academy,OH
3200480,WASHOE COUNTY SCHOOL DISTRICT,NV
2629790,River Valley School District,MI
2200189,Southwest Louisiana Charter Academy,LA
602461,Animo Venice Charter High District,CA
3900574,Columbus Preparatory and Fitness Academy,OH
3200510,WHITE PINE COUNTY SCHOOL DISTRICT,NV
4289190,Seneca Highlands IU 9,PA
2200190,Impact Charter School,LA
602462,ARISE High District,CA
3900575,Mt. Healthy Preparatory and Fitness Academy,OH
2629910,Riverview Community School District,MI
2200192,Arthur Ashe Charter School,LA
602463,Rocky Point Charter District,CA
3900580,Youngstown Academy of Excellence,OH
4289200,Central IU 10,PA
602464,Excel Prep Charter District,CA
4289210,Tuscarora IU 11,PA
2200194,Tangipahoa Charter School Association,LA
